Property Name,Visits,Values Accumulated,Trial Number,Position Number 
White_hall,320,32000,12124,13
Bow_street,338,47320,12125,16
Strand,362,65160,12126,21
Transfalgar_square,291,58200,12127,24
leicester_square,325,71500,12128,26
Supertax,283,283000,12129,38
Income_Tax,274,548000,12130,4
Electric_company,332,26560,12131,12
Free_parking,368,368,12132,20
Water_works,347,27760,12133,28
Bond_street,258,72240,12134,34
Third_chance,298,298,12135,36
Go,293,293,12136,0
Pall_mall,253,25300,12137,11
Fleet_street,330,59400,12138,23
Oxford_street,312,81120,12139,32
Income_Tax,275,550000,12140,4
Pall_mall,254,25400,12141,11
White_hall,321,32100,12142,13
Free_parking,369,369,12143,20
Oxford_street,313,81380,12144,32
Bond_street,259,72520,12145,34
Go,294,294,12146,0
Pall_mall,255,25500,12147,11
Free_parking,370,370,12148,20
Water_works,348,27840,12149,28
Third_community_chest,303,303,12150,33
White_chapel,288,11520,12151,3
Euston,258,15480,12152,8
Marlborough_street,342,47880,12153,18
Free_parking,371,371,12154,20
Picadilly,318,76320,12155,29
Liverpool_station,283,70750,12156,35
Mayfair,264,132000,12157,39
Euston,259,15540,12158,8
Vine_street,306,48960,12159,19
Fenchchurch_station,329,82250,12160,25
Picadilly,319,76560,12161,29
Oxford_street,314,81640,12162,32
Old_kent,250,5000,12163,1
First_chance,282,282,12164,7
White_hall,322,32200,12165,13
Second_community_chest,320,320,12166,17
Transfalgar_square,292,58400,12167,24
Bond_street,260,72800,12168,34
Go,295,295,12169,0
Just_visiting,276,276,12170,10
Second_community_chest,321,321,12171,17
Strand,363,65340,12172,21
Go_to_jail,361,361,12173,30
Marlborough_street,343,48020,12174,18
Fleet_street,331,59580,12175,23
Picadilly,320,76800,12176,29
Third_chance,299,299,12177,36
Old_kent,251,5020,12178,1
White_hall,323,32300,12179,13
Fenchchurch_station,330,82500,12180,25
Picadilly,321,77040,12181,29
Liverpool_station,284,71000,12182,35
White_chapel,289,11560,12183,3
Pentoville,290,23200,12184,9
Northhumber,296,35520,12185,14
leicester_square,326,71720,12186,26
Supertax,284,284000,12187,38
Euston,260,15600,12188,8
Free_parking,372,372,12189,20
Fleet_street,332,59760,12190,23
Liverpool_station,285,71250,12191,35
Supertax,285,285000,12192,38
King_cross_station,284,71000,12193,5
Second_community_chest,322,322,12194,17
Transfalgar_square,293,58600,12195,24
Regent_street,311,80860,12196,31
Third_community_chest,304,304,12197,33
Third_chance,300,300,12198,36
Mayfair,265,132500,12199,39
King_cross_station,285,71250,12200,5
Bow_street,339,47460,12201,16
Transfalgar_square,294,58800,12202,24
Third_chance,301,301,12203,36
Go,296,296,12204,0
First_community_chest,303,303,12205,2
Northhumber,297,35640,12206,14
Fenchchurch_station,331,82750,12207,25
Regent_street,312,81120,12208,31
Supertax,286,286000,12209,38
Just_visiting,277,277,12210,10
Northhumber,298,35760,12211,14
leicester_square,327,71940,12212,26
Go_to_jail,362,362,12213,30
Marlborough_street,344,48160,12214,18
Fenchchurch_station,332,83000,12215,25
Third_chance,302,302,12216,36
Old_kent,252,5040,12217,1
First_chance,283,283,12218,7
Bow_street,340,47600,12219,16
Fleet_street,333,59940,12220,23
leicester_square,328,72160,12221,26
Bond_street,261,73080,12222,34
Old_kent,253,5060,12223,1
Electric_company,333,26640,12224,12
Bow_street,341,47740,12225,16
Vine_street,307,49120,12226,19
Transfalgar_square,295,59000,12227,24
Go_to_jail,363,363,12228,30
Second_community_chest,323,323,12229,17
leicester_square,329,72380,12230,26
Regent_street,313,81380,12231,31
Liverpool_station,286,71500,12232,35
First_chance,284,284,12233,7
Bow_street,342,47880,12234,16
Second_chance,314,314,12235,22
Go_to_jail,364,364,12236,30
Strand,364,65520,12237,21
Picadilly,322,77280,12238,29
Go,297,297,12239,0
Pentoville,291,23280,12240,9
Maryleborne_station,312,78000,12241,15
Free_parking,373,373,12242,20
Go_to_jail,365,365,12243,30
Electric_company,334,26720,12244,12
Second_chance,315,315,12245,22
Third_community_chest,305,305,12246,33
White_chapel,290,11600,12247,3
Pall_mall,256,25600,12248,11
White_hall,324,32400,12249,13
Transfalgar_square,296,59200,12250,24
Regent_street,314,81640,12251,31
Go,298,298,12252,0
Just_visiting,278,278,12253,10
Second_community_chest,324,324,12254,17
Free_parking,374,374,12255,20
Oxford_street,315,81900,12256,32
White_chapel,291,11640,12257,3
First_chance,285,285,12258,7
Vine_street,308,49280,12259,19
Picadilly,323,77520,12260,29
Oxford_street,316,82160,12261,32
Parklane,291,101850,12262,37
Old_kent,254,5080,12263,1
Pentoville,292,23360,12264,9
Bow_street,343,48020,12265,16
Strand,365,65700,12266,21
leicester_square,330,72600,12267,26
Third_community_chest,306,306,12268,33
Mayfair,266,133000,12269,39
Just_visiting,279,279,12270,10
Second_community_chest,325,325,12271,17
Fenchchurch_station,333,83250,12272,25
Oxford_street,317,82420,12273,32
Go,299,299,12274,0
Pall_mall,257,25700,12275,11
Free_parking,375,375,12276,20
Picadilly,324,77760,12277,29
Regent_street,315,81900,12278,31
White_chapel,292,11680,12279,3
King_cross_station,286,71500,12280,5
White_hall,325,32500,12281,13
Bow_street,344,48160,12282,16
Fleet_street,334,60120,12283,23
Fenchchurch_station,334,83500,12284,25
Regent_street,316,82160,12285,31
Third_community_chest,307,307,12286,33
Mayfair,267,133500,12287,39
The_angel_islington,278,16680,12288,6
Marlborough_street,345,48300,12289,18
Free_parking,376,376,12290,20
Picadilly,325,78000,12291,29
Parklane,292,102200,12292,37
White_chapel,293,11720,12293,3
Euston,261,15660,12294,8
Free_parking,377,377,12295,20
Go_to_jail,366,366,12296,30
Electric_company,335,26800,12297,12
Maryleborne_station,313,78250,12298,15
Fleet_street,335,60300,12299,23
Conventry_street,321,70620,12300,27
Oxford_street,318,82680,12301,32
Parklane,293,102550,12302,37
The_angel_islington,279,16740,12303,6
Pall_mall,258,25800,12304,11
Free_parking,378,378,12305,20
Oxford_street,319,82940,12306,32
White_chapel,294,11760,12307,3
First_chance,286,286,12308,7
Northhumber,299,35880,12309,14
Fleet_street,336,60480,12310,23
Picadilly,326,78240,12311,29
Bond_street,262,73360,12312,34
King_cross_station,287,71750,12313,5
Pall_mall,259,25900,12314,11
Second_chance,316,316,12315,22
Bond_street,263,73640,12316,34
Mayfair,268,134000,12317,39
Old_kent,255,5100,12318,1
Electric_company,336,26880,12319,12
Transfalgar_square,297,59400,12320,24
leicester_square,331,72820,12321,26
Oxford_street,320,83200,12322,32
First_community_chest,304,304,12323,2
The_angel_islington,280,16800,12324,6
Electric_company,337,26960,12325,12
Second_chance,317,317,12326,22
Water_works,349,27920,12327,28
Bond_street,264,73920,12328,34
Parklane,294,102900,12329,37
Pentoville,293,23440,12330,9
Pall_mall,260,26000,12331,11
Fleet_street,337,60660,12332,23
Fenchchurch_station,335,83750,12333,25
Water_works,350,28000,12334,28
Bond_street,265,74200,12335,34
Go,300,300,12336,0
The_angel_islington,281,16860,12337,6
Euston,262,15720,12338,8
Northhumber,300,36000,12339,14
Free_parking,379,379,12340,20
Go_to_jail,367,367,12341,30
Maryleborne_station,314,78500,12342,15
Transfalgar_square,298,59600,12343,24
Oxford_street,321,83460,12344,32
Old_kent,256,5120,12345,1
White_chapel,295,11800,12346,3
Just_visiting,280,280,12347,10
Electric_company,338,27040,12348,12
Transfalgar_square,299,59800,12349,24
Oxford_street,322,83720,12350,32
Income_Tax,276,552000,12351,4
Maryleborne_station,315,78750,12352,15
Free_parking,380,380,12353,20
Picadilly,327,78480,12354,29
Bond_street,266,74480,12355,34
Go,301,301,12356,0
The_angel_islington,282,16920,12357,6
Northhumber,301,36120,12358,14
Transfalgar_square,300,60000,12359,24
Bond_street,267,74760,12360,34
Go,302,302,12361,0
First_community_chest,305,305,12362,2
King_cross_station,288,72000,12363,5
Maryleborne_station,316,79000,12364,15
leicester_square,332,73040,12365,26
Third_community_chest,308,308,12366,33
White_chapel,296,11840,12367,3
Pall_mall,261,26100,12368,11
Second_chance,318,318,12369,22
Water_works,351,28080,12370,28
Third_community_chest,309,309,12371,33
Liverpool_station,287,71750,12372,35
First_chance,287,287,12373,7
Second_community_chest,326,326,12374,17
Transfalgar_square,301,60200,12375,24
Go_to_jail,368,368,12376,30
Electric_company,339,27120,12377,12
Maryleborne_station,317,79250,12378,15
Conventry_street,322,70840,12379,27
Go_to_jail,369,369,12380,30
Second_chance,319,319,12381,22
Regent_street,317,82420,12382,31
Go,303,303,12383,0
Just_visiting,281,281,12384,10
Free_parking,381,381,12385,20
Transfalgar_square,302,60400,12386,24
Regent_street,318,82680,12387,31
Parklane,295,103250,12388,37
The_angel_islington,283,16980,12389,6
Northhumber,302,36240,12390,14
Strand,366,65880,12391,21
Conventry_street,323,71060,12392,27
Third_chance,303,303,12393,36
First_community_chest,306,306,12394,2
White_hall,326,32600,12395,13
Maryleborne_station,318,79500,12396,15
Fenchchurch_station,336,84000,12397,25
Picadilly,328,78720,12398,29
Parklane,296,103600,12399,37
White_chapel,297,11880,12400,3
First_chance,288,288,12401,7
White_hall,327,32700,12402,13
Vine_street,309,49440,12403,19
Regent_street,319,82940,12404,31
Bond_street,268,75040,12405,34
Third_chance,304,304,12406,36
First_community_chest,307,307,12407,2
King_cross_station,289,72250,12408,5
Euston,263,15780,12409,8
Second_community_chest,327,327,12410,17
leicester_square,333,73260,12411,26
Water_works,352,28160,12412,28
Oxford_street,323,83980,12413,32
Mayfair,269,134500,12414,39
Old_kent,257,5140,12415,1
Just_visiting,282,282,12416,10
White_hall,328,32800,12417,13
Free_parking,382,382,12418,20
Second_chance,320,320,12419,22
Third_community_chest,310,310,12420,33
First_community_chest,308,308,12421,2
White_hall,329,32900,12422,13
Maryleborne_station,319,79750,12423,15
Second_chance,321,321,12424,22
Third_community_chest,311,311,12425,33
Go,304,304,12426,0
Euston,264,15840,12427,8
Maryleborne_station,320,80000,12428,15
Second_community_chest,328,328,12429,17
Vine_street,310,49600,12430,19
Water_works,353,28240,12431,28
Regent_street,320,83200,12432,31
Third_community_chest,312,312,12433,33
Income_Tax,277,554000,12434,4
Pall_mall,262,26200,12435,11
Second_chance,322,322,12436,22
Picadilly,329,78960,12437,29
Mayfair,270,135000,12438,39
First_chance,289,289,12439,7
Pentoville,294,23520,12440,9
Maryleborne_station,321,80250,12441,15
Vine_street,311,49760,12442,19
Second_chance,323,323,12443,22
Water_works,354,28320,12444,28
Parklane,297,103950,12445,37
Pentoville,295,23600,12446,9
Maryleborne_station,322,80500,12447,15
leicester_square,334,73480,12448,26
Supertax,287,287000,12449,38
Euston,265,15900,12450,8
Vine_street,312,49920,12451,19
Picadilly,330,79200,12452,29
Third_community_chest,313,313,12453,33
Third_chance,305,305,12454,36
Income_Tax,278,556000,12455,4
Bow_street,345,48300,12456,16
Strand,367,66060,12457,21
Transfalgar_square,303,60600,12458,24
Third_community_chest,314,314,12459,33
Go,305,305,12460,0
Pentoville,296,23680,12461,9
Second_community_chest,329,329,12462,17
Water_works,355,28400,12463,28
Liverpool_station,288,72000,12464,35
First_chance,290,290,12465,7
White_hall,330,33000,12466,13
Fenchchurch_station,337,84250,12467,25
Regent_street,321,83460,12468,31
First_community_chest,309,309,12469,2
Northhumber,303,36360,12470,14
Free_parking,383,383,12471,20
Second_chance,324,324,12472,22
Water_works,356,28480,12473,28
Third_community_chest,315,315,12474,33
Income_Tax,279,558000,12475,4
Pall_mall,263,26300,12476,11
White_hall,331,33100,12477,13
Vine_street,313,50080,12478,19
leicester_square,335,73700,12479,26
Parklane,298,104300,12480,37
First_community_chest,310,310,12481,2
Northhumber,304,36480,12482,14
Free_parking,384,384,12483,20
leicester_square,336,73920,12484,26
Regent_street,322,83720,12485,31
Bond_street,269,75320,12486,34
Third_chance,306,306,12487,36
First_chance,291,291,12488,7
Pentoville,297,23760,12489,9
Northhumber,305,36600,12490,14
Free_parking,385,385,12491,20
Second_chance,325,325,12492,22
Oxford_street,324,84240,12493,32
Old_kent,258,5160,12494,1
White_chapel,298,11920,12495,3
Electric_company,340,27200,12496,12
Maryleborne_station,323,80750,12497,15
Marlborough_street,346,48440,12498,18
Go_to_jail,370,370,12499,30
Bow_street,346,48440,12500,16
Transfalgar_square,304,60800,12501,24
Regent_street,323,83980,12502,31
Old_kent,259,5180,12503,1
White_hall,332,33200,12504,13
Fenchchurch_station,338,84500,12505,25
Third_community_chest,316,316,12506,33
Parklane,299,104650,12507,37
Euston,266,15960,12508,8
Marlborough_street,347,48580,12509,18
Fleet_street,338,60840,12510,23
Fenchchurch_station,339,84750,12511,25
Liverpool_station,289,72250,12512,35
Supertax,288,288000,12513,38
Old_kent,260,5200,12514,1
First_chance,292,292,12515,7
Vine_street,314,50240,12516,19
Transfalgar_square,305,61000,12517,24
Third_community_chest,317,317,12518,33
Go,306,306,12519,0
First_community_chest,311,311,12520,2
Euston,267,16020,12521,8
Maryleborne_station,324,81000,12522,15
Conventry_street,324,71280,12523,27
Oxford_street,325,84500,12524,32
Third_chance,307,307,12525,36
Old_kent,261,5220,12526,1
White_chapel,299,11960,12527,3
Pall_mall,264,26400,12528,11
Second_community_chest,330,330,12529,17
Transfalgar_square,306,61200,12530,24
Picadilly,331,79440,12531,29
Third_community_chest,318,318,12532,33
First_community_chest,312,312,12533,2
Pall_mall,265,26500,12534,11
Marlborough_street,348,48720,12535,18
Free_parking,386,386,12536,20
Go_to_jail,371,371,12537,30
Bow_street,347,48580,12538,16
Marlborough_street,349,48860,12539,18
Fenchchurch_station,340,85000,12540,25
Go_to_jail,372,372,12541,30
Strand,368,66240,12542,21
Picadilly,332,79680,12543,29
Oxford_street,326,84760,12544,32
Income_Tax,280,560000,12545,4
Bow_street,348,48720,12546,16
Second_chance,326,326,12547,22
Transfalgar_square,307,61400,12548,24
leicester_square,337,74140,12549,26
Picadilly,333,79920,12550,29
Supertax,289,289000,12551,38
White_chapel,300,12000,12552,3
Maryleborne_station,325,81250,12553,15
Transfalgar_square,308,61600,12554,24
Bond_street,270,75600,12555,34
Supertax,290,290000,12556,38
White_chapel,301,12040,12557,3
Euston,268,16080,12558,8
White_hall,333,33300,12559,13
Transfalgar_square,309,61800,12560,24
Regent_street,324,84240,12561,31
Go,307,307,12562,0
White_chapel,302,12080,12563,3
Northhumber,306,36720,12564,14
Second_chance,327,327,12565,22
Third_community_chest,319,319,12566,33
First_community_chest,313,313,12567,2
The_angel_islington,284,17040,12568,6
Electric_company,341,27280,12569,12
Transfalgar_square,310,62000,12570,24
Go_to_jail,373,373,12571,30
Strand,369,66420,12572,21
Conventry_street,325,71500,12573,27
Supertax,291,291000,12574,38
Euston,269,16140,12575,8
Northhumber,307,36840,12576,14
leicester_square,338,74360,12577,26
Picadilly,334,80160,12578,29
Mayfair,271,135500,12579,39
Pentoville,298,23840,12580,9
Maryleborne_station,326,81500,12581,15
Second_community_chest,331,331,12582,17
Picadilly,335,80400,12583,29
Parklane,300,105000,12584,37
Mayfair,272,136000,12585,39
Pall_mall,266,26600,12586,11
Bow_street,349,48860,12587,16
Free_parking,387,387,12588,20
Oxford_street,327,85020,12589,32
Mayfair,273,136500,12590,39
Pentoville,299,23920,12591,9
White_hall,334,33400,12592,13
Marlborough_street,350,49000,12593,18
Strand,370,66600,12594,21
Third_community_chest,320,320,12595,33
Liverpool_station,290,72500,12596,35
White_chapel,303,12120,12597,3
White_hall,335,33500,12598,13
Marlborough_street,351,49140,12599,18
Fleet_street,339,61020,12600,23
Liverpool_station,291,72750,12601,35
Go,308,308,12602,0
Pall_mall,267,26700,12603,11
Second_community_chest,332,332,12604,17
Second_chance,328,328,12605,22
Oxford_street,328,85280,12606,32
Parklane,301,105350,12607,37
King_cross_station,290,72500,12608,5
Bow_street,350,49000,12609,16
Water_works,357,28560,12610,28
Supertax,292,292000,12611,38
Euston,270,16200,12612,8
Marlborough_street,352,49280,12613,18
Water_works,358,28640,12614,28
Third_community_chest,321,321,12615,33
King_cross_station,291,72750,12616,5
Bow_street,351,49140,12617,16
Marlborough_street,353,49420,12618,18
Water_works,359,28720,12619,28
Go,309,309,12620,0
Pentoville,300,24000,12621,9
Marlborough_street,354,49560,12622,18
Fenchchurch_station,341,85250,12623,25
Regent_street,325,84500,12624,31
Old_kent,262,5240,12625,1
Euston,271,16260,12626,8
Maryleborne_station,327,81750,12627,15
Second_chance,329,329,12628,22
Transfalgar_square,311,62200,12629,24
Oxford_street,329,85540,12630,32
Mayfair,274,137000,12631,39
First_community_chest,314,314,12632,2
King_cross_station,292,73000,12633,5
Maryleborne_station,328,82000,12634,15
Free_parking,388,388,12635,20
Water_works,360,28800,12636,28
Mayfair,275,137500,12637,39
First_community_chest,315,315,12638,2
Income_Tax,281,562000,12639,4
Electric_company,342,27360,12640,12
Transfalgar_square,312,62400,12641,24
Bond_street,271,75880,12642,34
King_cross_station,293,73250,12643,5
Northhumber,308,36960,12644,14
Fleet_street,340,61200,12645,23
leicester_square,339,74580,12646,26
Picadilly,336,80640,12647,29
Parklane,302,105700,12648,37
White_chapel,304,12160,12649,3
White_hall,336,33600,12650,13
Bow_street,352,49280,12651,16
Fleet_street,341,61380,12652,23
Oxford_street,330,85800,12653,32
Parklane,303,106050,12654,37
Mayfair,276,138000,12655,39
Income_Tax,282,564000,12656,4
Just_visiting,283,283,12657,10
Electric_company,343,27440,12658,12
Second_community_chest,333,333,12659,17
Picadilly,337,80880,12660,29
Go,310,310,12661,0
Income_Tax,283,566000,12662,4
Just_visiting,284,284,12663,10
Electric_company,344,27520,12664,12
Bow_street,353,49420,12665,16
Transfalgar_square,313,62600,12666,24
Regent_street,326,84760,12667,31
Go,311,311,12668,0
Electric_company,345,27600,12669,12
Transfalgar_square,314,62800,12670,24
Regent_street,327,85020,12671,31
Liverpool_station,292,73000,12672,35
Parklane,304,106400,12673,37
Old_kent,263,5260,12674,1
King_cross_station,294,73500,12675,5
Pentoville,301,24080,12676,9
White_hall,337,33700,12677,13
Maryleborne_station,329,82250,12678,15
Conventry_street,326,71720,12679,27
Oxford_street,331,86060,12680,32
Supertax,293,293000,12681,38
Just_visiting,285,285,12682,10
White_hall,338,33800,12683,13
Transfalgar_square,315,63000,12684,24
Picadilly,338,81120,12685,29
Liverpool_station,293,73250,12686,35
The_angel_islington,285,17100,12687,6
Maryleborne_station,330,82500,12688,15
Marlborough_street,355,49700,12689,18
Fenchchurch_station,342,85500,12690,25
Third_community_chest,322,322,12691,33
Old_kent,264,5280,12692,1
Just_visiting,286,286,12693,10
Vine_street,315,50400,12694,19
Fenchchurch_station,343,85750,12695,25
Regent_street,328,85280,12696,31
Liverpool_station,294,73500,12697,35
King_cross_station,295,73750,12698,5
Euston,272,16320,12699,8
Just_visiting,287,287,12700,10
Maryleborne_station,331,82750,12701,15
Second_chance,330,330,12702,22
Transfalgar_square,316,63200,12703,24
leicester_square,340,74800,12704,26
Bond_street,272,76160,12705,34
White_chapel,305,12200,12706,3
Pall_mall,268,26800,12707,11
Northhumber,309,37080,12708,14
Vine_street,316,50560,12709,19
Fleet_street,342,61560,12710,23
Fenchchurch_station,344,86000,12711,25
Parklane,305,106750,12712,37
The_angel_islington,286,17160,12713,6
Just_visiting,288,288,12714,10
Free_parking,389,389,12715,20
Picadilly,339,81360,12716,29
Parklane,306,107100,12717,37
Euston,273,16380,12718,8
Electric_company,346,27680,12719,12
Vine_street,317,50720,12720,19
Conventry_street,327,71940,12721,27
Parklane,307,107450,12722,37
Income_Tax,284,568000,12723,4
White_hall,339,33900,12724,13
Bow_street,354,49560,12725,16
Transfalgar_square,317,63400,12726,24
Picadilly,340,81600,12727,29
Go,312,312,12728,0
King_cross_station,296,74000,12729,5
Pall_mall,269,26900,12730,11
Vine_street,318,50880,12731,19
leicester_square,341,75020,12732,26
Bond_street,273,76440,12733,34
King_cross_station,297,74250,12734,5
Euston,274,16440,12735,8
Bow_street,355,49700,12736,16
Strand,371,66780,12737,21
Oxford_street,332,86320,12738,32
Mayfair,277,138500,12739,39
Pentoville,302,24160,12740,9
Electric_company,347,27760,12741,12
Vine_street,319,51040,12742,19
Regent_street,329,85540,12743,31
Old_kent,265,5300,12744,1
Euston,275,16500,12745,8
Northhumber,310,37200,12746,14
Transfalgar_square,318,63600,12747,24
Water_works,361,28880,12748,28
Regent_street,330,85800,12749,31
Parklane,308,107800,12750,37
King_cross_station,298,74500,12751,5
Euston,276,16560,12752,8
Just_visiting,289,289,12753,10
Free_parking,390,390,12754,20
Water_works,362,28960,12755,28
Go,313,313,12756,0
Pall_mall,270,27000,12757,11
Vine_street,320,51200,12758,19
Water_works,363,29040,12759,28
Regent_street,331,86060,12760,31
Third_community_chest,323,323,12761,33
Supertax,294,294000,12762,38
First_chance,293,293,12763,7
Second_community_chest,334,334,12764,17
Vine_street,321,51360,12765,19
Regent_street,332,86320,12766,31
Supertax,295,295000,12767,38
Pentoville,303,24240,12768,9
Bow_street,356,49840,12769,16
Transfalgar_square,319,63800,12770,24
Regent_street,333,86580,12771,31
Old_kent,266,5320,12772,1
Pentoville,304,24320,12773,9
Electric_company,348,27840,12774,12
Maryleborne_station,332,83000,12775,15
Fenchchurch_station,345,86250,12776,25
Water_works,364,29120,12777,28
Mayfair,278,139000,12778,39
The_angel_islington,287,17220,12779,6
Electric_company,349,27920,12780,12
Bow_street,357,49980,12781,16
leicester_square,342,75240,12782,26
Bond_street,274,76720,12783,34
Supertax,296,296000,12784,38
The_angel_islington,288,17280,12785,6
Pall_mall,271,27100,12786,11
Marlborough_street,356,49840,12787,18
Second_chance,331,331,12788,22
Regent_street,334,86840,12789,31
Go,314,314,12790,0
Just_visiting,290,290,12791,10
Maryleborne_station,333,83250,12792,15
Second_community_chest,335,335,12793,17
Strand,372,66960,12794,21
Fleet_street,343,61740,12795,23
Oxford_street,333,86580,12796,32
Third_chance,308,308,12797,36
Go,315,315,12798,0
Pall_mall,272,27200,12799,11
Strand,373,67140,12800,21
Conventry_street,328,72160,12801,27
Oxford_street,334,86840,12802,32
Parklane,309,108150,12803,37
First_chance,294,294,12804,7
Bow_street,358,50120,12805,16
leicester_square,343,75460,12806,26
Go_to_jail,374,374,12807,30
Strand,374,67320,12808,21
Go_to_jail,375,375,12809,30
Strand,375,67500,12810,21
Picadilly,341,81840,12811,29
Supertax,297,297000,12812,38
First_community_chest,316,316,12813,2
Just_visiting,291,291,12814,10
Free_parking,391,391,12815,20
Fleet_street,344,61920,12816,23
Go_to_jail,376,376,12817,30
Second_community_chest,336,336,12818,17
leicester_square,344,75680,12819,26
Bond_street,275,77000,12820,34
King_cross_station,299,74750,12821,5
Euston,277,16620,12822,8
White_hall,340,34000,12823,13
Transfalgar_square,320,64000,12824,24
Regent_street,335,87100,12825,31
Supertax,298,298000,12826,38
The_angel_islington,289,17340,12827,6
Pentoville,305,24400,12828,9
Marlborough_street,357,49980,12829,18
Free_parking,392,392,12830,20
Regent_street,336,87360,12831,31
Supertax,299,299000,12832,38
Just_visiting,292,292,12833,10
Maryleborne_station,334,83500,12834,15
Fenchchurch_station,346,86500,12835,25
Conventry_street,329,72380,12836,27
Regent_street,337,87620,12837,31
White_chapel,306,12240,12838,3
Northhumber,311,37320,12839,14
Vine_street,322,51520,12840,19
Picadilly,342,82080,12841,29
Regent_street,338,87880,12842,31
Liverpool_station,295,73750,12843,35
Parklane,310,108500,12844,37
Go,316,316,12845,0
First_chance,295,295,12846,7
White_hall,341,34100,12847,13
Vine_street,323,51680,12848,19
Conventry_street,330,72600,12849,27
Parklane,311,108850,12850,37
First_community_chest,317,317,12851,2
Euston,278,16680,12852,8
Just_visiting,293,293,12853,10
Northhumber,312,37440,12854,14
Second_chance,332,332,12855,22
Go_to_jail,377,377,12856,30
White_hall,342,34200,12857,13
Fenchchurch_station,347,86750,12858,25
Parklane,312,109200,12859,37
White_chapel,307,12280,12860,3
Electric_company,350,28000,12861,12
Strand,376,67680,12862,21
Oxford_street,335,87100,12863,32
Supertax,300,300000,12864,38
First_community_chest,318,318,12865,2
King_cross_station,300,75000,12866,5
First_chance,296,296,12867,7
White_hall,343,34300,12868,13
Vine_street,324,51840,12869,19
Fenchchurch_station,348,87000,12870,25
Regent_street,339,88140,12871,31
Third_chance,309,309,12872,36
Supertax,301,301000,12873,38
King_cross_station,301,75250,12874,5
Pentoville,306,24480,12875,9
White_hall,344,34400,12876,13
Free_parking,393,393,12877,20
Go_to_jail,378,378,12878,30
Free_parking,394,394,12879,20
Water_works,365,29200,12880,28
Liverpool_station,296,74000,12881,35
White_chapel,308,12320,12882,3
Just_visiting,294,294,12883,10
White_hall,345,34500,12884,13
Marlborough_street,358,50120,12885,18
leicester_square,345,75900,12886,26
Go_to_jail,379,379,12887,30
Free_parking,395,395,12888,20
Go_to_jail,380,380,12889,30
Second_community_chest,337,337,12890,17
Second_chance,333,333,12891,22
leicester_square,346,76120,12892,26
Regent_street,340,88400,12893,31
Mayfair,279,139500,12894,39
King_cross_station,302,75500,12895,5
Just_visiting,295,295,12896,10
Second_chance,334,334,12897,22
Fenchchurch_station,349,87250,12898,25
Water_works,366,29280,12899,28
Regent_street,341,88660,12900,31
First_community_chest,319,319,12901,2
Euston,279,16740,12902,8
Electric_company,351,28080,12903,12
Strand,377,67860,12904,21
Picadilly,343,82320,12905,29
Go,317,317,12906,0
Electric_company,352,28160,12907,12
Second_community_chest,338,338,12908,17
Picadilly,344,82560,12909,29
Oxford_street,336,87360,12910,32
First_community_chest,320,320,12911,2
Euston,280,16800,12912,8
Vine_street,325,52000,12913,19
Water_works,367,29360,12914,28
Mayfair,280,140000,12915,39
King_cross_station,303,75750,12916,5
Pall_mall,273,27300,12917,11
Bow_street,359,50260,12918,16
Free_parking,396,396,12919,20
Oxford_street,337,87620,12920,32
Parklane,313,109550,12921,37
King_cross_station,304,76000,12922,5
White_hall,346,34600,12923,13
Marlborough_street,359,50260,12924,18
Transfalgar_square,321,64200,12925,24
Conventry_street,331,72820,12926,27
Supertax,302,302000,12927,38
Go,318,318,12928,0
Electric_company,353,28240,12929,12
Transfalgar_square,322,64400,12930,24
Regent_street,342,88920,12931,31
White_chapel,309,12360,12932,3
White_hall,347,34700,12933,13
Maryleborne_station,335,83750,12934,15
Marlborough_street,360,50400,12935,18
Second_chance,335,335,12936,22
Third_community_chest,324,324,12937,33
Liverpool_station,297,74250,12938,35
Go,319,319,12939,0
First_chance,297,297,12940,7
Electric_company,354,28320,12941,12
Maryleborne_station,336,84000,12942,15
Free_parking,397,397,12943,20
Picadilly,345,82800,12944,29
Liverpool_station,298,74500,12945,35
King_cross_station,305,76250,12946,5
Northhumber,313,37560,12947,14
leicester_square,347,76340,12948,26
Regent_street,343,89180,12949,31
Liverpool_station,299,74750,12950,35
First_community_chest,321,321,12951,2
Electric_company,355,28400,12952,12
Northhumber,314,37680,12953,14
Fleet_street,345,62100,12954,23
Fenchchurch_station,350,87500,12955,25
Go_to_jail,381,381,12956,30
Marlborough_street,361,50540,12957,18
Go_to_jail,382,382,12958,30
Electric_company,356,28480,12959,12
Maryleborne_station,337,84250,12960,15
Strand,378,68040,12961,21
Third_community_chest,325,325,12962,33
King_cross_station,306,76500,12963,5
First_chance,298,298,12964,7
Maryleborne_station,338,84500,12965,15
Conventry_street,332,73040,12966,27
Third_community_chest,326,326,12967,33
Liverpool_station,300,75000,12968,35
King_cross_station,307,76750,12969,5
Second_community_chest,339,339,12970,17
Water_works,368,29440,12971,28
Bond_street,276,77280,12972,34
First_community_chest,322,322,12973,2
Pall_mall,274,27400,12974,11
Second_chance,336,336,12975,22
Oxford_street,338,87880,12976,32
Bond_street,277,77560,12977,34
King_cross_station,308,77000,12978,5
Northhumber,315,37800,12979,14
Fenchchurch_station,351,87750,12980,25
Bond_street,278,77840,12981,34
White_chapel,310,12400,12982,3
The_angel_islington,290,17400,12983,6
Euston,281,16860,12984,8
White_hall,348,34800,12985,13
